# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
4.500       1.0681415       4.0846986      0.25218349
4.500       1.1309734       3.7449741      0.27445819
4.500       1.1938052       3.3345960      0.28741795
4.500       1.2566371       2.9980368      0.30139553
4.500       1.3194689       2.7451819      0.31947647
4.500       1.3823008       2.4304935      0.32521635
4.500       1.4451326       2.2627101      0.34595713
4.500       1.5079645       2.0957880      0.36407507
4.500       1.5707963       1.9040884      0.37386689
4.500       1.6336282       1.7867666      0.39463695
4.500       1.6964600       1.6466227      0.40728204
4.500       1.7592919       1.5363608      0.42381582
4.500       1.8221237       1.4439627      0.44254745
4.500       1.8849556       1.3772337      0.46728438
4.500       1.9477874       1.2761214      0.47773487
4.500       2.0106193       1.1969433      0.49287111
4.500       2.0734512       1.1511884      0.51987399
4.500       2.1362830       1.0748077      0.53085678
4.500       2.1991149       1.0247106      0.55209681
4.500       2.2619467      0.96119729      0.56354669
4.500       2.3247786      0.94694656      0.60275457
4.500       2.3876104      0.88839029      0.61258232
4.500       2.4504423      0.85364013      0.63632430
4.500       2.5132741      0.81349478      0.65425132
4.500       2.5761060      0.77147266      0.66816231
4.500       2.6389378      0.73850292      0.68755897
4.500       2.7017697      0.71127611      0.71064623
4.500       2.7646015      0.68757942      0.73602195
4.500       2.8274334      0.64775014      0.74174550
4.500       2.8902652      0.62584210      0.76550518
4.500       2.9530971      0.60127152      0.78446590
4.500       3.0159289      0.57899758      0.80465613
4.500       3.0787608      0.56654207      0.83758766
4.500       3.1415927      0.54963176      0.86335954
4.500       3.2044245      0.52109594      0.86863652
4.500       3.2672564      0.51598319      0.91170734
4.500       3.3300882      0.48952480      0.91582431
4.500       3.3929201      0.47751642      0.94488609
4.500       3.4557519      0.46484683      0.97186916
4.500       3.5185838      0.44232091      0.97613843
4.500       3.5814156      0.43137024       1.0038865
4.500       3.6442475      0.41627923       1.0206541
4.500       3.7070793      0.41094588       1.0605973
4.500       3.7699112      0.39727577       1.0783399
4.500       3.8327430      0.38400558       1.0953096
4.500       3.8955749      0.37726681       1.1298831
4.500       3.9584067      0.36973093       1.1617624
4.500       4.0212386      0.35427707       1.1670591
4.500       4.1469023      0.34554522       1.2483793
4.500       4.2725660      0.31651825       1.2506487
4.500       4.3982297      0.30141345       1.2991719
4.500       4.5238934      0.29879479       1.4014589
4.500       4.6495571      0.28230555       1.4375549
4.500       4.7752208      0.26728696       1.4744445
4.500       4.9008845      0.25631722       1.5285211
4.500       5.0265482      0.23872162       1.5359306
4.500       5.1522120      0.23744870       1.6452096
4.500       5.2778757      0.22686917       1.6897529
4.500       5.4035394      0.22050644       1.7624893
4.500       5.5292031      0.21244786       1.8193248
4.500       5.6548668      0.20600999       1.8872337
4.500       5.7805305      0.19761097       1.9336790
4.500       5.9061942      0.19113898       1.9949991
4.500       6.0318579      0.18696913       2.0787079
4.500       6.1575216      0.17957370       2.1238841
4.500       6.2831853      0.17248139       2.1674651
4.500       6.4088490      0.16964639       2.2623251
4.500       6.5345127      0.16598066       2.3462126
4.500       6.6601764      0.15815679       2.3670929
4.500       6.7858401      0.15430429       2.4426382
4.500       6.9115038      0.14958659       2.5019613
4.500       7.0371675      0.14631288       2.5831313
4.500       7.1628313      0.14374833       2.6762533
4.500       7.2884950      0.13873787       2.7213152
4.500       7.4141587      0.13505581       2.7884905
4.500       7.5398224      0.13041254       2.8318677
4.500       7.6654861      0.12705553       2.8992318
4.500       7.7911498      0.12469721       2.9876632
4.500       7.9168135      0.12246984       3.0785813
4.500       8.0424772      0.11934787       3.1452448
4.500       8.2938046      0.11223681       3.2438964
4.500       8.5451320      0.10875157       3.4376537
4.500       8.7964594      0.10388437       3.5821535
4.500       9.0477868     0.099637609       3.7387002
4.500       9.2991143     0.097336129       3.9652364
4.500       9.5504417     0.089963215       3.9701379
4.500       9.8017691     0.086400195       4.1219088
4.500       10.053096     0.083456385       4.2956549
4.500       10.304424     0.078803363       4.3680355
4.500       10.555751     0.076400712       4.5523445
4.500       10.807079     0.072613762       4.6431653
4.500       11.058406     0.070639500       4.8394442
4.500       11.309734     0.068520680       5.0216801
4.500       11.561061     0.065810754       5.1518143
4.500       11.812388     0.064265734       5.3661509
4.500       12.063716     0.060910451       5.4175804
4.500       12.315043     0.059023801       5.5847695
4.500       12.566371     0.058256640       5.8565962
4.500       12.817698     0.054943463       5.8616029
4.500       13.069025     0.053645101       6.0663845
4.500       13.320353     0.052134996       6.2423310
4.500       13.571680     0.050203946       6.3578309
4.500       13.823008     0.048915029       6.5451593
4.500       14.074335     0.046317747       6.5418615
4.500       14.325663     0.045224069       6.7357202
4.500       14.576990     0.043640357       6.8479742
4.500       14.828317     0.042992413       7.1012973
4.500       15.079645     0.041991468       7.2946531
4.500       15.330972     0.040152479       7.3297929
4.500       15.582300     0.038937397       7.4633158
4.500       15.833627     0.037832123       7.6080297
4.500       16.084954     0.036393685       7.6728339
4.500       16.587609     0.034948668       8.0807612
4.500       17.090264     0.032864250       8.3107517
4.500       17.592919     0.031638787       8.7277798
4.500       18.095574     0.030121152       9.0418833
4.500       18.598229     0.028700566       9.3535282
4.500       19.100883     0.027525551       9.7177704
4.500       19.603538     0.026065765       9.9481912
4.500       20.106193     0.025630482       10.553987
4.500       20.608848     0.024197965       10.730260
4.500       21.111503     0.023225311       11.071061
4.500       21.614157     0.022243325       11.378497
4.500       22.116812     0.021823225       11.960705
4.500       22.619467     0.020798694       12.194203
4.500       23.122122     0.020350950       12.744947
4.500       23.624777     0.019546868       13.057215
4.500       24.127432     0.019179192       13.646895
4.500       24.630086     0.018016673       13.637748
4.500       25.132741     0.017758012       14.281841
4.500       25.635396     0.017087168       14.583456
4.500       26.138051     0.016480013       14.908962
4.500       26.640706     0.016020353       15.345446
4.500       27.143361     0.015419521       15.621832
4.500       27.646015     0.015119341       16.184555
4.500       28.148670     0.014576390       16.470011
4.500       28.651325     0.013997555       16.678484
4.500       29.153980     0.013281236       16.672560
4.500       29.656635     0.013420819       17.734334
4.500       30.159289     0.012556072       17.449676
4.500       30.661944     0.012175331       17.780751
4.500       31.164599     0.011711854       17.958934
4.500       31.667254     0.011479162       18.467652
4.500       32.169909     0.010897683       18.380356
4.500       33.175218    0.0099830350       18.466059
4.500       34.180528     0.010124668       20.482706
4.500       35.185838    0.0090333977       19.935406
4.500       36.191147    0.0084177797       20.215052
4.500       37.196457    0.0077218719       20.132494
4.500       38.201767    0.0076695922       21.661717
4.500       39.207076    0.0069021323       21.073997
4.500       40.212386    0.0066399471       21.873305
4.500       41.217696    0.0062312069       22.105155
4.500       42.223005    0.0058580775       22.339467
4.500       43.228315    0.0054219419       22.188607
4.500       44.233625    0.0051537750       22.597131
4.500       45.238934    0.0048480961       22.739378
4.500       46.244244    0.0047883172       23.989777
4.500       47.249554    0.0044209560       23.625422
4.500       48.254863    0.0043567807       24.800431
4.500       49.260173    0.0038768121       23.476470
4.500       50.265482    0.0038253465       24.612210
4.500       51.270792    0.0035418415       24.182960
4.500       52.276102    0.0033844119       24.494189
4.500       53.281411    0.0032713461       25.068244
4.500       54.286721    0.0031084651       25.193998
4.500       55.292031    0.0029716279       25.447921
4.500       56.297340    0.0027884547       25.205626
4.500       57.302650    0.0025381527       24.194248
4.500       58.307960    0.0024632881       24.738251
4.500       59.313269    0.0023128185       24.449355
4.500       60.318579    0.0023013825       25.586588
4.500       61.323889    0.0022734079       26.560527
4.500       62.329198    0.0020955350       25.706313
4.500       63.334508    0.0019378009       24.940240
4.500       64.339818    0.0020097741       27.117958
4.500       66.350437    0.0017408899       25.761605
4.500       68.361056    0.0016142801       26.126151
4.500       70.371675    0.0012797932       22.594552
4.500       72.382295    0.0013390151       25.724846
4.500       74.392914    0.0012998904       27.112634
4.500       76.403533    0.0011040840       24.946677
4.500       78.414153   0.00096151328       23.485992
4.500       80.424772   0.00077999983       20.555795
4.500       82.435391   0.00088988116       25.254768
4.500       84.446011   0.00085959629       26.224197
4.500       86.456630   0.00074528070       24.399731
4.500       88.467249   0.00073609479       25.819722
4.500       90.477868   0.00064153092       24.072153
4.500       92.488488   0.00072825391       29.188792
4.500       94.499107   0.00060661056       25.933632
4.500       96.509726   0.00060306694       27.463067
4.500       98.520346   0.00049511762       23.985922
4.500       100.53096   0.00049337818       25.395090
4.500       102.54158   0.00048985805       26.757195
4.500       104.55220   0.00040023129       23.172926
4.500       106.56282   0.00036313754       22.261712
4.500       108.57344   0.00037603603       24.382068
4.500       110.58406   0.00030268877       20.736916
4.500       112.59468   0.00028213313       20.402245
4.500       114.60530   0.00018006376       13.731269
4.500       116.61592   0.00034111938       27.406285
4.500       118.62654   0.00022600684       19.113376
4.500       120.63716   0.00018987518       16.888138
4.500       122.64778   0.00020894319       19.528888
4.500       124.65840   0.00026359001       25.868057
4.500       126.66902   0.00018214710       18.754423
4.500       128.67964   0.00011844963       12.785963
4.500       132.70087   0.00014482260       17.144624
4.500       136.72211   9.7706131e-05       12.650519
4.500       140.74335   0.00025344642       35.796460
4.500       144.76459   0.00014999756       23.053744
4.500       148.78583   1.8498833e-05       3.0867346
4.500       152.80707   2.7239801e-05       4.9238466
4.500       156.82831   0.00018653833       36.451187
4.500       160.84954   0.00012086228       25.481239
4.500       164.87078   0.00011089115       25.176667
4.500       168.89202   0.00021801412       53.208655
4.500       172.91326   7.5033433e-05       19.652145
4.500       176.93450  -7.1582878e-06      -2.0087088
4.500       180.95574  -6.9525840e-05      -20.870534
4.500       184.97698   6.0230969e-05       19.312706
4.500       188.99821   9.5182511e-05       32.553712
4.500       193.01945   5.3014460e-05       19.313805
4.500       197.04069   9.3023069e-05       36.051944
4.500       201.06193   6.9483880e-05       28.611713
4.500       205.08317   0.00011284110       49.309161
4.500       209.10441  -3.3315900e-05      -15.431614
4.500       213.12565   2.1578726e-05       10.582863
4.500       217.14688   1.3928863e-05       7.2251479
4.500       221.16812  -3.5079086e-05      -19.225875
4.500       225.18936   6.1755913e-05       35.726660
4.500       229.21060   3.4561030e-05       21.084390
4.500       233.23184   3.6341111e-05       23.357802
4.500       237.25308  -1.5755465e-05      -10.659505
4.500       241.27432   4.9713907e-05       35.373777
4.500       245.29555  -2.9006424e-05      -21.688698
4.500       249.31679   4.8972997e-05       38.448689
4.500       253.33803  -4.6212728e-05      -38.065632
4.500       257.35927   5.5017897e-05       47.510947
4.500       265.40175  -0.00011870146      -112.41847
4.500       273.44422   1.1433090e-05       11.842411
4.500       281.48670  -0.00014052426      -158.77978
4.500       289.52918  -6.4458012e-05      -79.254545
4.500       297.57166   9.9236374e-05       132.46948
4.500       305.61413  -0.00014893287      -215.36798
4.500       313.65661   2.5710174e-05       40.191906
4.500       321.69909  -3.2403038e-05      -54.651926
4.500       329.74156  -4.2377621e-05      -76.971139
4.500       337.78404  -0.00016072098      -313.80525
4.500       345.82652  -5.3043010e-05      -111.14074
4.500       353.86900  -0.00013390942      -300.61382
4.500       361.91147  -1.7839496e-05      -42.841029
4.500       369.95395   3.9252782e-05       100.68939
4.500       377.99643   4.6190184e-06       12.638136
4.500       386.03891   0.00011667396       340.04580
4.500       394.08138   5.1227353e-05       158.82905
4.500       402.12386   1.6714168e-05       55.059791
4.500       410.16634   0.00010260386       358.68566
4.500       418.20881   1.5827390e-05       58.648796
4.500       426.25129  -5.6076584e-05      -220.01330
4.500       434.29377  -5.4384205e-05      -225.68040
4.500       442.33625  -2.0829325e-05      -91.327808
4.500       450.37872  -6.2395440e-05      -288.77308
4.500       458.42120   3.1520116e-05       153.83394
4.500       466.46368   2.0234342e-05       104.04299
4.500       474.50615  -2.2503303e-05      -121.79854
4.500       482.54863   2.3479760e-06       13.365561
4.500       490.59111  -2.3950920e-05      -143.26875
4.500       498.63359   6.8088795e-05       427.65198
4.500       506.67606   3.3235648e-05       219.01082
4.500       514.71854  -7.6340374e-06      -52.739254
5.000     0.062831853       141.72830    0.0017810103
5.000      0.12566371       224.91557     0.022610979
5.000      0.18849556       87.323131     0.029628040
5.000      0.25132741       57.449490     0.046203621
5.000      0.31415927       36.159985     0.056799971
5.000      0.37699112       26.381758     0.071608956
5.000      0.43982297       19.189999     0.082713985
5.000      0.50265482       15.119197     0.097276636
5.000      0.56548668       10.948869      0.10030132
5.000      0.62831853       9.3938313      0.11804637
5.000      0.69115038       7.8512983      0.13131955
5.000      0.75398224       6.5422051      0.14206194
5.000      0.81681409       5.6356290      0.15559023
5.000      0.87964594       5.0549778      0.17430636
5.000      0.94247780       4.2546065      0.18044425
5.000       1.0053096       3.8544484      0.19839561
5.000       1.0681415       3.2893946      0.20308255
5.000       1.1309734       3.0056178      0.22027293
5.000       1.1938052       2.6576851      0.22907315
5.000       1.2566371       2.3776457      0.23902701
5.000       1.3194689       2.1676731      0.25226764
5.000       1.3823008       1.9138735      0.25608913
5.000       1.4451326       1.7866940      0.27317664
5.000       1.5079645       1.6396536      0.28483653
5.000       1.5707963       1.4861463      0.29180414
5.000       1.6336282       1.3973891      0.30863648
5.000       1.6964600       1.2787594      0.31629331
5.000       1.7592919       1.1908389      0.32850119
5.000       1.8221237       1.1243011      0.34457718
5.000       1.8849556       1.0647710      0.36126829
5.000       1.9477874      0.98152781      0.36744941
5.000       2.0106193      0.91854952      0.37823558
5.000       2.0734512      0.88163057      0.39814230
5.000       2.1362830      0.82040420      0.40520471
5.000       2.1991149      0.78319940      0.42197463
5.000       2.2619467      0.73213772      0.42924985
5.000       2.3247786      0.71874080      0.45749604
5.000       2.3876104      0.66861176      0.46103582
5.000       2.4504423      0.63905814      0.47636962
5.000       2.5132741      0.61181620      0.49205179
5.000       2.5761060      0.57778607      0.50041290
5.000       2.6389378      0.54765020      0.50987179
5.000       2.7017697      0.52914804      0.52867944
5.000       2.7646015      0.51037603      0.54633391
5.000       2.8274334      0.47827105      0.54767321
5.000       2.8902652      0.46206376      0.56517802
5.000       2.9530971      0.44549664      0.58122979
5.000       3.0159289      0.42785854      0.59461215
5.000       3.0787608      0.41697281      0.61646134
5.000       3.1415927      0.40281701      0.63274348
5.000       3.2044245      0.38110502      0.63527983
5.000       3.2672564      0.37415185      0.66110097
5.000       3.3300882      0.35513081      0.66439419
5.000       3.3929201      0.34697339      0.68657394
5.000       3.4557519      0.33624890      0.70300563
5.000       3.5185838      0.31899700      0.70398036
5.000       3.5814156      0.31161515      0.72519198
5.000       3.6442475      0.29928162      0.73379354
5.000       3.7070793      0.29465122      0.76045608
5.000       3.7699112      0.28550828      0.77496542
5.000       3.8327430      0.27373529      0.78078265
5.000       3.8955749      0.26903231      0.80572971
5.000       3.9584067      0.26223035      0.82397582
5.000       4.0212386      0.25273925      0.83257330
5.000       4.1469023      0.24415494      0.88207839
5.000       4.2725660      0.22168816      0.87594958
5.000       4.3982297      0.21251881      0.91601239
5.000       4.5238934      0.20788336      0.97505045
5.000       4.6495571      0.19765947       1.0065206
5.000       4.7752208      0.18500497       1.0205494
5.000       4.9008845      0.17813456       1.0622870
5.000       5.0265482      0.16801374       1.0809974
5.000       5.1522120      0.16342111       1.1322950
5.000       5.2778757      0.15666810       1.1668857
5.000       5.4035394      0.15087597       1.2059389
5.000       5.5292031      0.14510022       1.2425845
5.000       5.6548668      0.13995168       1.2820811
5.000       5.7805305      0.13456748       1.3167808
5.000       5.9061942      0.13121503       1.3695472
5.000       6.0318579      0.12715877       1.4137411
5.000       6.1575216      0.12117349       1.4331634
5.000       6.2831853      0.11609095       1.4588420
5.000       6.4088490      0.11446748       1.5264848
5.000       6.5345127      0.11125433       1.5726309
5.000       6.6601764      0.10577594       1.5831219
5.000       6.7858401      0.10233507       1.6199650
5.000       6.9115038     0.099200565       1.6592127
5.000       7.0371675     0.097461490       1.7206676
5.000       7.1628313     0.095320937       1.7746500
5.000       7.2884950     0.091463998       1.7940478
5.000       7.4141587     0.088551759       1.8283236
5.000       7.5398224     0.086490274       1.8781094
5.000       7.6654861     0.084326564       1.9242157
5.000       7.7911498     0.082093537       1.9669073
5.000       7.9168135     0.080119867       2.0140104
5.000       8.0424772     0.077571675       2.0442921
5.000       8.2938046     0.071828651       2.0760097
5.000       8.5451320     0.069831839       2.2073951
5.000       8.7964594     0.066828546       2.3043900
5.000       9.0477868     0.063923224       2.3985900
5.000       9.2991143     0.061756367       2.5158037
5.000       9.5504417     0.056947070       2.5131130
5.000       9.8017691     0.055325157       2.6394067
5.000       10.053096     0.052040309       2.6786112
5.000       10.304424     0.051112445       2.8331402
5.000       10.555751     0.047800376       2.8481904
5.000       10.807079     0.045813715       2.9294812
5.000       11.058406     0.045039666       3.0856242
5.000       11.309734     0.043576176       3.1935704
5.000       11.561061     0.041440284       3.2440389
5.000       11.812388     0.040613639       3.3912149
5.000       12.063716     0.039359112       3.5007318
5.000       12.315043     0.037198814       3.5197124
5.000       12.566371     0.035730145       3.5919859
5.000       12.817698     0.034512858       3.6819789
5.000       13.069025     0.033800043       3.8222327
5.000       13.320353     0.032186272       3.8537906
5.000       13.571680     0.031194668       3.9504948
5.000       13.823008     0.030402797       4.0680984
5.000       14.074335     0.028611887       4.0411076
5.000       14.325663     0.027808451       4.1418198
5.000       14.576990     0.026825835       4.2094667
5.000       14.828317     0.026153115       4.3198562
5.000       15.079645     0.025576517       4.4430887
5.000       15.330972     0.024432860       4.4601931
5.000       15.582300     0.023726963       4.5478598
5.000       15.833627     0.023096092       4.6446180
5.000       16.084954     0.022431272       4.7291562
5.000       16.587609     0.020684959       4.7827349
5.000       17.090264     0.020032970       5.0659618
5.000       17.592919     0.018837778       5.1965322
5.000       18.095574     0.018520675       5.5596077
5.000       18.598229     0.017270844       5.6285764
5.000       19.100883     0.016078519       5.6764479
5.000       19.603538     0.015630357       5.9654409
5.000       20.106193     0.015669521       6.4523143
5.000       20.608848     0.014865943       6.5921011
5.000       21.111503     0.014166584       6.7529394
5.000       21.614157     0.013481137       6.8962297
5.000       22.116812     0.013072719       7.1647951
5.000       22.619467     0.013231184       7.7573982
5.000       23.122122     0.013235391       8.2887701
5.000       23.624777     0.012384126       8.2725379
5.000       24.127432     0.012500015       8.8943471
5.000       24.630086     0.011748236       8.8928450
5.000       25.132741     0.011701882       9.4112116
5.000       25.635396     0.011467358       9.7870934
5.000       26.138051     0.011204123       10.136026
5.000       26.640706     0.011041176       10.576032
5.000       27.143361     0.010569301       10.707976
5.000       27.646015     0.010587509       11.333438
5.000       28.148670    0.0099324250       11.222748
5.000       28.651325    0.0099089512       11.806797
5.000       29.153980    0.0095083576       11.936289
5.000       29.656635    0.0092026553       12.160432
5.000       30.159289    0.0089174481       12.392935
5.000       30.661944    0.0087661278       12.801980
5.000       31.164599    0.0083891003       12.863830
5.000       31.667254    0.0081286919       13.077422
5.000       32.169909    0.0078931333       13.312793
5.000       33.175218    0.0073604685       13.614983
5.000       34.180528    0.0069380079       14.035935
5.000       35.185838    0.0062996369       13.902390
5.000       36.191147    0.0061980315       14.884392
5.000       37.196457    0.0057856155       15.084279
5.000       38.201767    0.0052183794       14.738601
5.000       39.207076    0.0051723785       15.792611
5.000       40.212386    0.0048653065       16.027286
5.000       41.217696    0.0046974955       16.664326
5.000       42.223005    0.0041953300       15.998668
5.000       43.228315    0.0040930772       16.750398
5.000       44.233625    0.0038076109       16.694769
5.000       45.238934    0.0036180499       16.970003
5.000       46.244244    0.0031367592       15.715366
5.000       47.249554    0.0032136581       17.173668
5.000       48.254863    0.0031923737       18.172189
5.000       49.260173    0.0029968842       18.147969
5.000       50.265482    0.0027010113       17.378257
5.000       51.270792    0.0026794461       18.294703
5.000       52.276102    0.0025353572       18.349278
5.000       53.281411    0.0023625463       18.104134
5.000       54.286721    0.0022570617       18.293404
5.000       55.292031    0.0021092514       18.062848
5.000       56.297340    0.0020852573       18.849227
5.000       57.302650    0.0021009063       20.026316
5.000       58.307960    0.0018339845       18.418296
5.000       59.313269    0.0018027315       19.057103
5.000       60.318579    0.0017951065       19.957851
5.000       61.323889    0.0015592773       18.217244
5.000       62.329198    0.0017334287       21.264289
5.000       63.334508    0.0015217140       19.585042
5.000       64.339818    0.0014795268       19.963311
5.000       66.350437    0.0013146758       19.454509
5.000       68.361056    0.0012223654       19.783248
5.000       70.371675    0.0011166438       19.714173
5.000       72.382295    0.0011779222       22.629967
5.000       74.392914   0.00084385861       17.600891
5.000       76.403533   0.00082357358       18.608570
5.000       78.414153   0.00075686266       18.487181
5.000       80.424772   0.00075112634       19.794875
5.000       82.435391   0.00043532852       12.354594
5.000       84.446011   0.00053293625       16.258592
5.000       86.456630   0.00048454587       15.863538
5.000       88.467249   0.00069076322       24.229644
5.000       90.477868   0.00052363199       19.648234
5.000       92.488488   0.00040979971       16.424984
5.000       94.499107   0.00043901475       18.768626
5.000       96.509726   0.00034984352       15.931525
5.000       98.520346   0.00047813943       23.163415
5.000       100.53096   0.00040251896       20.718397
5.000       102.54158   0.00031557249       17.237309
5.000       104.55220   0.00027876861       16.140378
5.000       106.56282   0.00024929324       15.282623
5.000       108.57344   0.00031016652       20.111108
5.000       110.58406   0.00017788296       12.186591
5.000       112.59468   0.00025969253       18.779470
5.000       114.60530   0.00027675838       21.104990
5.000       116.61592   0.00024186724       19.432149
5.000       118.62654   0.00020590875       17.413683
5.000       120.63716   0.00017862505       15.887513
5.000       122.64778   0.00026580390       24.843379
5.000       124.65840   0.00018331057       17.989636
5.000       126.66902   0.00011506212       11.847148
5.000       128.67964   0.00013993010       15.104657
5.000       132.70087   0.00016104611       19.065221
5.000       136.72211   9.2983716e-05       12.039084
5.000       140.74335   0.00017244947       24.356551
5.000       144.76459   4.4210342e-05       6.7948701
5.000       148.78583   0.00017321829       28.903385
5.000       152.80707  -5.7863216e-05      -10.459313
5.000       156.82831   5.8292311e-05       11.390817
5.000       160.84954   4.6364003e-05       9.7748631
5.000       164.87078   0.00011351796       25.773058
5.000       168.89202   7.3852338e-05       18.024445
5.000       172.91326   0.00018789536       49.212023
5.000       176.93450   3.8181645e-05       10.714267
5.000       180.95574   5.8478596e-05       17.554330
5.000       184.97698   2.6881694e-05       8.6194573
5.000       188.99821  -7.7162667e-05      -26.390680
5.000       193.01945   0.00011559259       42.111769
5.000       197.04069  -3.5701317e-05      -13.836373
5.000       201.06193   4.5234175e-05       18.626295
5.000       205.08317  -9.1347057e-05      -39.916722
5.000       209.10441  -2.5712332e-05      -11.909713
5.000       213.12565   6.0613193e-05       29.726553
5.000       217.14688  -8.5270560e-06      -4.4231349
5.000       221.16812  -9.4887230e-06      -5.2005062
5.000       225.18936  -2.7105422e-05      -15.680866
5.000       229.21060   9.2223301e-05       56.261980
5.000       233.23184   3.9895441e-05       25.642304
5.000       237.25308  -5.8208614e-05      -39.381575
5.000       241.27432   3.5087203e-05       24.966191
5.000       245.29555   7.0172033e-05       52.469068
5.000       249.31679  -2.0816469e-05      -16.343005
5.000       253.33803   0.00010318997       84.998043
5.000       257.35927   5.9673835e-05       51.531603
5.000       265.40175  -3.8045075e-05      -36.031309
5.000       273.44422  -2.6267986e-05      -27.208418
5.000       281.48670  -0.00013130013      -148.35735
5.000       289.52918   7.4530809e-05       91.639584
5.000       297.57166  -3.3290818e-05      -44.439526
5.000       305.61413  -0.00016309121      -235.84199
5.000       313.65661  -0.00014361464      -224.50826
5.000       321.69909  -0.00015835025      -267.07823
5.000       329.74156  -8.2439854e-05      -149.73680
5.000       337.78404  -2.8056561e-06      -5.4780007
5.000       345.82652   0.00022280925       466.85106
5.000       353.86900  -7.0113040e-05      -157.39706
5.000       361.91147  -6.4633859e-05      -155.21633
5.000       369.95395   3.6111942e-05       92.632654
5.000       377.99643   1.5454418e-05       42.284968
5.000       386.03891   2.3947891e-05       69.796035
5.000       394.08138   4.7717838e-05       147.94789
5.000       402.12386   6.7650889e-05       222.85547
5.000       410.16634  -6.4098794e-05      -224.07849
5.000       418.20881  -1.9477637e-05      -72.174879
5.000       426.25129   7.7233526e-06       30.302136
5.000       434.29377   6.5049945e-06       26.994046
5.000       442.33625  -1.6811325e-05      -73.710572
5.000       450.37872  -9.1157355e-05      -421.88644
5.000       458.42120   7.6617577e-05       373.93211
5.000       466.46368   4.3426994e-05       223.29733
5.000       474.50615  -3.1048615e-05      -168.04982
5.000       482.54863   2.4367530e-05       138.70912
5.000       490.59111   5.0183943e-05       300.18851
5.000       498.63359   3.0471159e-05       191.38320
5.000       506.67606   5.9342974e-05       391.04860
5.000       514.71854  -1.5672734e-05      -108.27407
5.500     0.062831853       120.95394    0.0015199520
5.500      0.12566371       191.64355     0.019266111
5.500      0.18849556       74.523823     0.025285338
5.500      0.25132741       48.726989     0.039188570
5.500      0.31415927       30.588837     0.048048833
5.500      0.37699112       22.284325     0.060487146
5.500      0.43982297       16.206232     0.069853156
5.500      0.50265482       12.782415     0.082241824
5.500      0.56548668       9.1661904     0.083970409
5.500      0.62831853       7.8415962     0.098540404
5.500      0.69115038       6.5278948      0.10918452
5.500      0.75398224       5.4680090      0.11873611
5.500      0.81681409       4.6840144      0.12931775
5.500      0.87964594       4.1960567      0.14468893
5.500      0.94247780       3.5207318      0.14931952
5.500       1.0053096       3.1831371      0.16384197
5.500       1.0681415       2.7071724      0.16713697
5.500       1.1309734       2.4638288      0.18056680
5.500       1.1938052       2.1682405      0.18688658
5.500       1.2566371       1.9312967      0.19415512
5.500       1.3194689       1.7544304      0.20417562
5.500       1.3823008       1.5483524      0.20717995
5.500       1.4451326       1.4472307      0.22127439
5.500       1.5079645       1.3158134      0.22857982
5.500       1.5707963       1.1936309      0.23436888
5.500       1.6336282       1.1222298      0.24786299
5.500       1.6964600       1.0227758      0.25297732
5.500       1.7592919      0.95182562      0.26256773
5.500       1.8221237      0.90007959      0.27585748
5.500       1.8849556      0.84723226      0.28745913
5.500       1.9477874      0.77739213      0.29102821
5.500       2.0106193      0.72722016      0.29945096
5.500       2.0734512      0.69541410      0.31404738
5.500       2.1362830      0.64654879      0.31933603
5.500       2.1991149      0.61621930      0.33200857
5.500       2.2619467      0.57590139      0.33764902
5.500       2.3247786      0.56277223      0.35821824
5.500       2.3876104      0.51996327      0.35853645
5.500       2.4504423      0.49476785      0.36881210
5.500       2.5132741      0.47514246      0.38213224
5.500       2.5761060      0.44722954      0.38733961
5.500       2.6389378      0.42072533      0.39170255
5.500       2.7017697      0.40836915      0.40800751
5.500       2.7646015      0.39189142      0.41950162
5.500       2.8274334      0.36677590      0.41999894
5.500       2.8902652      0.35328502      0.43212419
5.500       2.9530971      0.34243133      0.44676273
5.500       3.0159289      0.32780230      0.45555999
5.500       3.0787608      0.31749495      0.46939118
5.500       3.1415927      0.30563132      0.48008455
5.500       3.2044245      0.28921210      0.48209969
5.500       3.2672564      0.28197270      0.49822665
5.500       3.3300882      0.26783375      0.50107505
5.500       3.3929201      0.26157473      0.51759126
5.500       3.4557519      0.25264085      0.52820378
5.500       3.5185838      0.23976752      0.52913232
5.500       3.5814156      0.23380907      0.54412138
5.500       3.6442475      0.22409398      0.54944476
5.500       3.7070793      0.21969563      0.56700556
5.500       3.7699112      0.21341982      0.57929310
5.500       3.8327430      0.20305546      0.57918064
5.500       3.8955749      0.19955687      0.59765645
5.500       3.9584067      0.19360384      0.60833875
5.500       4.0212386      0.18739796      0.61732612
5.500       4.1469023      0.17946225      0.64835787
5.500       4.2725660      0.16291131      0.64370642
5.500       4.3982297      0.15719074      0.67753376
5.500       4.5238934      0.15114647      0.70893329
5.500       4.6495571      0.14379032      0.73220833
5.500       4.7752208      0.13353921      0.73664703
5.500       4.9008845      0.12879522      0.76805694
5.500       5.0265482      0.12226538      0.78665325
5.500       5.1522120      0.11610604      0.80446332
5.500       5.2778757      0.11215272      0.83532898
5.500       5.4035394      0.10735179      0.85805374
5.500       5.5292031      0.10296005      0.88171173
5.500       5.6548668     0.098595025      0.90321761
5.500       5.7805305     0.095503653      0.93453018
5.500       5.9061942     0.092247644      0.96282799
