# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
1.000       7.4141587       3.2020570       66.112708
1.000       7.5398224       3.0716686       66.700327
1.000       7.6654861       3.0061652       68.596538
1.000       7.7911498       2.8694870       68.751025
1.000       7.9168135       2.7749400       69.754959
1.000       8.0424772       2.6741095       70.472384
1.000       8.2938046       2.5453288       73.565729
1.000       8.5451320       2.3392408       73.943759
1.000       8.7964594       2.2432129       77.350739
1.000       9.0477868       2.1311588       79.967431
1.000       9.2991143       2.0091423       81.847555
1.000       9.5504417       1.8797048       82.952654
1.000       9.8017691       1.7952788       85.647671
1.000       10.053096       1.7507285       90.113240
1.000       10.304424       1.6260351       90.130407
1.000       10.555751       1.5610295       93.014107
1.000       10.807079       1.5170061       97.002413
1.000       11.058406       1.4102922       96.617763
1.000       11.309734       1.3487815       98.848246
1.000       11.561061       1.2729679       99.650798
1.000       11.812388       1.2481938       104.22345
1.000       12.063716       1.1936511       106.16735
1.000       12.315043       1.1470356       108.53129
1.000       12.566371       1.1054180       111.12874
1.000       12.817698       1.0550599       112.55829
1.000       13.069025       1.0171626       115.02448
1.000       13.320353      0.97054763       116.20754
1.000       13.571680      0.93894432       118.90797
1.000       13.823008      0.88923926       118.98618
1.000       14.074335      0.86581922       122.28724
1.000       14.325663      0.84020191       125.14055
1.000       14.576990      0.80814149       126.81225
1.000       14.828317      0.77344830       127.75478
1.000       15.079645      0.75856087       131.77530
1.000       15.330972      0.72516917       132.37887
1.000       15.582300      0.69991077       134.15522
1.000       15.833627      0.68300910       137.35295
1.000       16.084954      0.66027705       139.20536
1.000       16.587609      0.61776816       142.83912
1.000       17.090264      0.58907785       148.96672
1.000       17.592919      0.54433739       150.15926
1.000       18.095574      0.51198694       153.69021
1.000       18.598229      0.49009415       159.72192
1.000       19.100883      0.46215911       163.16317
1.000       19.603538      0.43795994       167.15064
1.000       20.106193      0.41046386       169.01869
1.000       20.608848      0.39957781       177.18737
1.000       21.111503      0.38274785       182.44857
1.000       21.614157      0.35418190       181.18054
1.000       22.116812      0.34336079       188.18654
1.000       22.619467      0.32828362       192.47157
1.000       23.122122      0.30591538       191.58197
1.000       23.624777      0.29846741       199.37482
1.000       24.127432      0.28137251       200.20974
1.000       24.630086      0.27126640       205.33552
1.000       25.132741      0.26563501       213.63635
1.000       25.635396      0.25474183       217.41555
1.000       26.138051      0.24083891       217.87957
1.000       26.640706      0.23279892       222.99155
1.000       27.143361      0.22602455       228.99011
1.000       27.646015      0.21661493       231.87626
1.000       28.148670      0.20846635       235.54824
1.000       28.651325      0.20126603       239.81419
1.000       29.153980      0.19326076       242.60932
1.000       29.656635      0.18584405       245.57521
1.000       30.159289      0.18134906       252.02805
1.000       30.661944      0.17269396       252.20081
1.000       31.164599      0.16671071       255.63387
1.000       31.667254      0.15979183       257.07275
1.000       32.169909      0.15705353       264.89114
1.000       33.175218      0.14797918       273.72360
1.000       34.180528      0.13791995       279.01891
1.000       35.185838      0.13103719       289.18018
1.000       36.191147      0.12484897       299.82116
1.000       37.196457      0.11824548       308.29007
1.000       38.201767      0.11262534       318.09492
1.000       39.207076      0.10653985       325.29374
1.000       40.212386      0.10046000       330.93519
1.000       41.217696     0.096308016       341.65188
1.000       42.223005     0.090518557       345.18769
1.000       43.228315     0.085811817       351.17394
1.000       44.233625     0.082229705       360.54259
1.000       45.238934     0.078911343       370.12361
1.000       46.244244     0.075828963       379.90799
1.000       47.249554     0.073289560       391.65664
1.000       48.254863     0.070429478       400.91102
1.000       49.260173     0.066653373       403.62697
1.000       50.265482     0.064136648       412.65402
1.000       51.270792     0.061129237       417.37777
1.000       52.276102     0.060094105       434.92234
1.000       53.281411     0.057180215       438.17057
1.000       54.286721     0.055371820       448.78661
1.000       55.292031     0.053659282       459.51822
1.000       56.297340     0.051795260       468.19192
1.000       57.302650     0.049602950       472.82658
1.000       58.307960     0.047928434       481.33455
1.000       59.313269     0.046125612       487.60481
1.000       60.318579     0.044661565       496.54373
1.000       61.323889     0.043802670       511.75241
1.000       62.329198     0.042096223       516.40211
1.000       63.334508     0.040675861       523.51390
1.000       64.339818     0.039713484       535.85554
1.000       66.350437     0.037378544       553.12590
1.000       68.361056     0.034460698       557.72566
1.000       70.371675     0.033749071       595.83465
1.000       72.382295     0.032154673       617.74807
1.000       74.392914     0.030010078       625.93913
1.000       76.403533     0.028525808       644.53803
1.000       78.414153     0.026719377       652.64941
1.000       80.424772     0.025867806       681.70954
1.000       82.435391     0.024436105       693.49503
1.000       84.446011     0.023038823       702.85859
1.000       86.456630     0.021872610       716.08699
1.000       88.467249     0.021579272       756.92809
1.000       90.477868     0.020287718       761.25566
1.000       92.488488     0.019362144       776.04470
1.000       94.499107     0.018708184       799.80666
1.000       96.509726     0.017835424       812.20740
1.000       98.520346     0.017343244       840.19169
1.000       100.53096     0.016882583       868.97786
1.000       102.54158     0.016279149       889.20527
1.000       104.55220     0.015521726       898.68989
1.000       106.56282     0.014725299       902.71678
1.000       108.57344     0.014537552       942.61069
1.000       110.58406     0.013857482       949.36275
1.000       112.59468     0.013317400       963.03778
1.000       114.60530     0.012776021       974.27146
1.000       116.61592     0.012547993       1008.1335
1.000       118.62654     0.011998421       1014.7053
1.000       120.63716     0.011618937       1033.4273
1.000       122.64778     0.011316975       1057.7418
1.000       124.65840     0.011115897       1090.8860
1.000       126.66902     0.010530843       1084.2878
1.000       128.67964     0.010275017       1109.1296
1.000       132.70087    0.0096884914       1146.9587
1.000       136.72211    0.0092361904       1195.8575
1.000       140.74335    0.0084919040       1199.3860
1.000       144.76459    0.0079778158       1226.1435
1.000       148.78583    0.0076982804       1284.5431
1.000       152.80707    0.0072927300       1318.2285
1.000       156.82831    0.0070155627       1370.9011
1.000       160.84954    0.0064656241       1363.1392
1.000       164.87078    0.0061982384       1407.2447
1.000       168.89202    0.0062103264       1515.6959
1.000       172.91326    0.0057485819       1505.6217
1.000       176.93450    0.0054158725       1519.7643
1.000       180.95574    0.0050951561       1529.4836
1.000       184.97698    0.0051175817       1640.9225
1.000       188.99821    0.0047836212       1636.0634
1.000       193.01945    0.0044030410       1604.0808
1.000       197.04069    0.0043869321       1700.1958
1.000       201.06193    0.0042611621       1754.6393
1.000       205.08317    0.0038806052       1695.7420
1.000       209.10441    0.0036950282       1711.5026
1.000       213.12565    0.0037281275       1828.3871
1.000       217.14688    0.0037457957       1943.0105
1.000       221.16812    0.0033437019       1832.5904
1.000       225.18936    0.0031696178       1833.6682
1.000       229.21060    0.0031196852       1903.2030
1.000       233.23184    0.0030733890       1975.3829
