# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.000       184.97698    0.0023278867       746.42318
2.000       188.99821    0.0021601328       738.79476
2.000       193.01945    0.0020432401       744.37692
2.000       197.04069    0.0019955767       773.40406
2.000       201.06193    0.0018542112       763.51751
2.000       205.08317    0.0018103812       791.09810
2.000       209.10441    0.0017744134       821.89177
2.000       213.12565    0.0016815832       824.69955
2.000       217.14688    0.0015555480       806.89026
2.000       221.16812    0.0014082256       771.80945
2.000       225.18936    0.0014540908       841.21188
2.000       229.21060    0.0013499412       823.54855
2.000       233.23184    0.0014348911       922.25859
2.000       237.25308    0.0012336191       834.61639
2.000       241.27432    0.0011903284       846.97446
2.000       245.29555    0.0011384337       851.23022
2.000       249.31679    0.0011320399       888.76424
2.000       253.33803    0.0010493812       864.37997
2.000       257.35927    0.0010870577       938.73347
2.000       265.40175   0.00092322439       874.35715
2.000       273.44422   0.00087250824       903.74532
2.000       281.48670   0.00086593905       978.43331
2.000       289.52918   0.00073380703       902.25468
2.000       297.57166   0.00070551050       941.77775
2.000       305.61413   0.00062334663       901.40545
2.000       313.65661   0.00064112725       1002.2541
2.000       321.69909   0.00042028387       708.86326
2.000       329.74156   0.00042162742       765.80851
2.000       337.78404   0.00048642464       949.73668
2.000       345.82652   0.00049383732       1034.7348
2.000       353.86900   0.00044604828       1001.3356
2.000       361.91147   0.00041650526       1000.2252
2.000       369.95395   0.00033704150       864.56300
2.000       377.99643   0.00029141764       797.35035
2.000       386.03891   0.00035650816       1039.0417
2.000       394.08138   0.00034827121       1079.8056
2.000       402.12386   0.00033646955       1108.3976
2.000       410.16634   0.00030272794       1058.2854
2.000       418.20881   0.00025287012       937.01669
2.000       426.25129   0.00025138510       986.29517
2.000       434.29377   0.00021544786       894.05296
2.000       442.33625   0.00016785912       735.99149
2.000       450.37872   0.00017536312       811.60013
2.000       458.42120   0.00013336975       650.91110
2.000       466.46368   0.00021011833       1080.4078
2.000       474.50615   0.00021497650       1163.5547
2.000       482.54863   0.00012427324       707.40995
2.000       490.59111   0.00011836304       708.01980
2.000       498.63359   0.00015873161       996.96119
2.000       506.67606   0.00017069916       1124.8453
2.000       514.71854   6.7254358e-05       464.62238
2.250     0.062831853       467.84745    0.0058791445
2.250      0.12566371       751.99780     0.075599064
2.250      0.18849556       290.41978     0.098537110
2.250      0.25132741       203.71401      0.16383652
2.250      0.31415927       133.57019      0.20981157
2.250      0.37699112       98.956359      0.26860081
2.250      0.43982297       73.490521      0.31676363
2.250      0.50265482       58.069738      0.37361963
2.250      0.56548668       45.791262      0.41948845
2.250      0.62831853       40.749607      0.51207466
2.250      0.69115038       35.628376      0.59591450
2.250      0.75398224       28.496011      0.61878199
2.250      0.81681409       26.289933      0.72582078
2.250      0.87964594       23.082344      0.79592820
2.250      0.94247780       20.744996      0.87982640
2.250       1.0053096       18.759486      0.96558553
2.250       1.0681415       16.847664       1.0401508
2.250       1.1309734       15.370128       1.1264317
2.250       1.1938052       14.643250       1.2621418
2.250       1.2566371       13.159721       1.3229594
2.250       1.3194689       12.365195       1.4390262
2.250       1.3823008       11.580359       1.5495298
2.250       1.4451326       10.576888       1.6171537
2.250       1.5079645       10.048024       1.7455176
2.250       1.5707963       9.3857832       1.8428942
2.250       1.6336282       8.8605255       1.9569935
2.250       1.6964600       8.5158519       2.1063438
2.250       1.7592919       8.1976454       2.2613776
2.250       1.8221237       7.6178402       2.3347249
2.250       1.8849556       7.3062390       2.4789485
2.250       1.9477874       6.9181928       2.5899275
2.250       2.0106193       6.7127773       2.7641528
2.250       2.0734512       6.2531777       2.8239204
2.250       2.1362830       6.0749426       3.0004666
2.250       2.1991149       5.8040905       3.1271461
2.250       2.2619467       5.4983922       3.2236886
2.250       2.3247786       5.4464119       3.4667739
2.250       2.3876104       5.1501468       3.5512419
2.250       2.4504423       5.0811061       3.7875811
2.250       2.5132741       4.7922844       3.8541838
2.250       2.5761060       4.7512412       4.1149874
2.250       2.6389378       4.4812395       4.1721113
2.250       2.7017697       4.3847336       4.3808506
2.250       2.7646015       4.2940717       4.5966050
2.250       2.8274334       4.1263491       4.7251258
2.250       2.8902652       4.0201432       4.9172794
2.250       2.9530971       3.8793578       5.0613139
2.250       3.0159289       3.7775364       5.2497936
2.250       3.0787608       3.6315454       5.3689528
2.250       3.1415927       3.5521238       5.5796630
2.250       3.2044245       3.4434976       5.7401095
2.250       3.2672564       3.3978750       6.0038149
2.250       3.3300882       3.3007420       6.1751720
2.250       3.3929201       3.2000294       6.3320612
2.250       3.4557519       3.0982405       6.4775842
2.250       3.5185838       3.0294213       6.6854958
2.250       3.5814156       2.9273379       6.8125121
2.250       3.6442475       2.8509906       6.9902004
2.250       3.7070793       2.7967404       7.2180197
2.250       3.7699112       2.7006783       7.3305486
2.250       3.8327430       2.6457699       7.5466018
2.250       3.8955749       2.5896563       7.7558083
2.250       3.9584067       2.5067248       7.8765888
2.250       4.0212386       2.4904396       8.2040028
2.250       4.1469023       2.3594816       8.5242910
2.250       4.2725660       2.2741131       8.9856327
2.250       4.3982297       2.1680374       9.3448158
2.250       4.5238934       2.0971966       9.8366335
2.250       4.6495571       2.0405168       10.390709
2.250       4.7752208       1.9348285       10.673162
2.250       4.9008845       1.8647266       11.120104
2.250       5.0265482       1.8130794       11.665320
2.250       5.1522120       1.7455066       12.094082
2.250       5.2778757       1.6548745       12.325734
2.250       5.4035394       1.5947005       12.746306
2.250       5.5292031       1.5663598       13.413725
2.250       5.6548668       1.5202022       13.926396
2.250       5.7805305       1.4754626       14.437817
2.250       5.9061942       1.3851079       14.456961
2.250       6.0318579       1.3586309       15.105151
2.250       6.1575216       1.3143798       15.545653
2.250       6.2831853       1.2749539       16.021543
2.250       6.4088490       1.2407260       16.545742
2.250       6.5345127       1.1992851       16.952444
2.250       6.6601764       1.1496590       17.206656
2.250       6.7858401       1.1058760       17.506026
2.250       6.9115038       1.0900249       18.231581
2.250       7.0371675       1.0653387       18.808391
2.250       7.1628313       1.0259350       19.100479
2.250       7.2884950       1.0059310       19.731133
2.250       7.4141587      0.95227680       19.661610
2.250       7.5398224      0.94490823       20.518388
2.250       7.6654861      0.91598992       20.901625
2.250       7.7911498      0.89266193       21.387594
2.250       7.9168135      0.86949484       21.856897
2.250       8.0424772      0.85124424       22.433341
2.250       8.2938046      0.80355398       23.224518
2.250       8.5451320      0.77076900       24.364126
2.250       8.7964594      0.73920991       25.489526
2.250       9.0477868      0.68829653       25.826938
2.250       9.2991143      0.65506162       26.685612
2.250       9.5504417      0.62195097       27.447120
2.250       9.8017691      0.59302270       28.291435
2.250       10.053096      0.56993952       29.335844
2.250       10.304424      0.54094425       29.984300
2.250       10.555751      0.51039627       30.412015
2.250       10.807079      0.49705935       31.783627
2.250       11.058406      0.47199242       32.335746
2.250       11.309734      0.46131944       33.808752
2.250       11.561061      0.45030844       35.251161
2.250       11.812388      0.42341132       35.354596
2.250       12.063716      0.40888676       36.367764
2.250       12.315043      0.39154037       37.047135
2.250       12.566371      0.36952677       37.148883
2.250       12.817698      0.36146676       38.562815
2.250       13.069025      0.34606257       39.134023
2.250       13.320353      0.33114416       39.649211
2.250       13.571680      0.32454778       41.100752
2.250       13.823008      0.31403744       42.020318
2.250       14.074335      0.30457779       43.018192
2.250       14.325663      0.29376847       43.754183
2.250       14.576990      0.28226872       44.293150
2.250       14.828317      0.27192620       44.915571
2.250       15.079645      0.26598452       46.206167
2.250       15.330972      0.25464712       46.485565
2.250       15.582300      0.24889060       47.706043
2.250       15.833627      0.24126393       48.518111
2.250       16.084954      0.23583848       49.721523
2.250       16.587609      0.22485391       51.990272
2.250       17.090264      0.20895955       52.841947
2.250       17.592919      0.20323719       56.064394
2.250       18.095574      0.19001059       57.038111
2.250       18.598229      0.17982343       58.604543
2.250       19.100883      0.17036660       60.147154
2.250       19.603538      0.16150495       61.639555
2.250       20.106193      0.15206081       62.614815
2.250       20.608848      0.14676563       65.081229
2.250       21.111503      0.13876771       66.147907
2.250       21.614157      0.13277771       67.921985
2.250       22.116812      0.12825529       70.293169
2.250       22.619467      0.12422224       72.831078
2.250       23.122122      0.11805790       73.934709
2.250       23.624777      0.11270849       75.288737
2.250       24.127432      0.10801278       76.856157
2.250       24.630086      0.10460472       79.180702
2.250       25.132741      0.10049000       80.818850
2.250       25.635396     0.096742250       82.567006
2.250       26.138051     0.093398846       84.495070
2.250       26.640706     0.089573619       85.800052
2.250       27.143361     0.085956581       87.084374
2.250       27.646015     0.082817792       88.652614
2.250       28.148670     0.080703339       91.187521
2.250       28.651325     0.078957457       94.080052
2.250       29.153980     0.076239352       95.706846
2.250       29.656635     0.073032734       96.505801
2.250       30.159289     0.071173480       98.912637
2.250       30.661944     0.068915143       100.64310
2.250       31.164599     0.066764751       102.37694
2.250       31.667254     0.065152639       104.81742
2.250       32.169909     0.063204797       106.60309
2.250       33.175218     0.060318323       111.57346
2.250       34.180528     0.056352539       114.00399
2.250       35.185838     0.053032444       117.03495
2.250       36.191147     0.050685320       121.71932
2.250       37.196457     0.047862114       124.78629
2.250       38.201767     0.045502111       128.51450
2.250       39.207076     0.042207905       128.87166
2.250       40.212386     0.041715352       137.41865
2.250       41.217696     0.039838416       141.32645
2.250       42.223005     0.037584054       143.32479
2.250       43.228315     0.036506162       149.39682
2.250       44.233625     0.034123577       149.61750
2.250       45.238934     0.033227212       155.84801
2.250       46.244244     0.032232215       161.48547
2.250       47.249554     0.030864479       164.93861
2.250       48.254863     0.029407294       167.39735
2.250       49.260173     0.027742086       167.99531
2.250       50.265482     0.027489297       176.86564
2.250       51.270792     0.026493423       180.89160
2.250       52.276102     0.025543542       184.86767
2.250       53.281411     0.024988901       191.48933
2.250       54.286721     0.023457335       190.12086
2.250       55.292031     0.022665833       194.10180
2.250       56.297340     0.021886391       197.83724
2.250       57.302650     0.021349481       203.50811
2.250       58.307960     0.020726212       208.14871
2.250       59.313269     0.019994645       211.36815
2.250       60.318579     0.019398651       215.67266
2.250       61.323889     0.018743255       218.97994
2.250       62.329198     0.018277131       224.20893
2.250       63.334508     0.017623388       226.81974
2.250       64.339818     0.016962363       228.87380
2.250       66.350437     0.016319727       241.49854
2.250       68.361056     0.015459948       250.20996
2.250       70.371675     0.014196255       250.63269
2.250       72.382295     0.014051856       269.96098
2.250       74.392914     0.013066252       272.53105
2.250       76.403533     0.012498454       282.40143
2.250       78.414153     0.012009261       293.33907
2.250       80.424772     0.011149930       293.84068
2.250       82.435391     0.010170775       288.64590
2.250       84.446011     0.010088139       307.76464
2.250       86.456630    0.0095530435       312.75692
2.250       88.467249    0.0092838373       325.64570
2.250       90.477868    0.0089776208       336.86710
2.250       92.488488    0.0085986182       344.63705
2.250       94.499107    0.0081902075       350.14528
2.250       96.509726    0.0077314593       352.08294
2.250       98.520346    0.0076145996       368.88849
2.250       100.53096    0.0071405221       367.53591
2.250       102.54158    0.0068514047       374.23978
2.250       104.55220    0.0066306030       383.90419
2.250       106.56282    0.0064117961       393.06748
2.250       108.57344    0.0061791882       400.65679
2.250       110.58406    0.0059337325       406.51430
2.250       112.59468    0.0056253467       406.79273
2.250       114.60530    0.0057670143       439.77991
2.250       116.61592    0.0054703871       439.50299
2.250       118.62654    0.0051706411       437.28062
2.250       120.63716    0.0049105291       436.75898
2.250       122.64778    0.0047569523       444.60884
2.250       124.65840    0.0046989181       461.13995
2.250       126.66902    0.0045594988       469.45995
2.250       128.67964    0.0042911887       463.20937
2.250       132.70087    0.0041486748       491.13512
2.250       136.72211    0.0038265132       495.43849
2.250       140.74335    0.0034776311       491.17633
2.250       144.76459    0.0031733672       487.72792
2.250       148.78583    0.0031355833       523.20670
2.250       152.80707    0.0030438648       550.20677
2.250       156.82831    0.0027988701       546.92320
2.250       160.84954    0.0027552820       580.89257
2.250       164.87078    0.0024380693       553.53795
2.250       168.89202    0.0025225318       615.65059
2.250       172.91326    0.0021798189       570.92040
2.250       176.93450    0.0022105298       620.30345
2.250       180.95574    0.0020035933       601.44637
2.250       184.97698    0.0019496717       625.15076
2.250       188.99821    0.0018488411       632.32879
2.250       193.01945    0.0017560692       639.75710
2.250       197.04069    0.0017548099       680.09267
2.250       201.06193    0.0016647059       685.48400
2.250       205.08317    0.0015882337       694.02438
2.250       209.10441    0.0013801311       639.26387
2.250       213.12565    0.0012742667       624.93915
2.250       217.14688    0.0012229203       634.35042
2.250       221.16812    0.0012742521       698.38231
2.250       225.18936    0.0011829216       684.33669
2.250       229.21060    0.0011906824       726.39071
2.250       233.23184    0.0011117886       714.58842
2.250       237.25308    0.0010095510       683.02106
2.250       241.27432    0.0010563480       751.64116
2.250       245.29555   0.00096614068       722.40320
2.250       249.31679   0.00096171257       755.04032
2.250       253.33803   0.00089918561       740.66323
2.250       257.35927   0.00077881520       672.54931
2.250       265.40175   0.00088452731       837.70834
2.250       273.44422   0.00072397776       749.89723
2.250       281.48670   0.00071790927       811.17296
2.250       289.52918   0.00055345598       680.50349
2.250       297.57166   0.00063434080       846.77415
2.250       305.61413   0.00042985954       621.60877
2.250       313.65661   0.00041419176       647.49296
2.250       321.69909   0.00050731291       855.64902
2.250       329.74156   0.00046927412       852.34996
2.250       337.78404   0.00031049173       606.23037
2.250       345.82652   0.00042480784       890.09767
2.250       353.86900   0.00038772620       870.40815
2.250       361.91147   0.00031274311       751.04345
2.250       369.95395   0.00024288606       623.03988
2.250       377.99643   0.00028469024       778.94344
2.250       386.03891   0.00025781074       751.38840
2.250       394.08138   0.00029535579       915.74279
2.250       402.12386   0.00023417598       771.42219
2.250       410.16634   0.00031434189       1098.8858
2.250       418.20881   0.00019548006       724.35633
2.250       426.25129   0.00023628325       927.04395
2.250       434.29377   0.00024049868       998.00739
2.250       442.33625   0.00016389662       718.61759
2.250       450.37872   0.00015389794       712.25692
2.250       458.42120   0.00011161061       544.71560
2.250       466.46368   0.00011970489       615.51076
2.250       474.50615   0.00020939788       1133.3606
2.250       482.54863   7.0156570e-05       399.35753
2.250       490.59111   0.00012924145       773.09186
2.250       498.63359   0.00011040843       693.45307
2.250       506.67606   0.00010083186       664.44525
2.250       514.71854   0.00015721957       1086.1412
2.500     0.062831853       406.35615    0.0051064220
2.500      0.12566371       652.23913     0.065570229
2.500      0.18849556       251.76152     0.085420671
2.500      0.25132741       174.96708      0.14071688
2.500      0.31415927       113.89218      0.17890142
2.500      0.37699112       84.182769      0.22850032
2.500      0.43982297       62.230246      0.26822886
2.500      0.50265482       49.054491      0.31561570
2.500      0.56548668       38.299939      0.35086131
2.500      0.62831853       33.900747      0.42600935
2.500      0.69115038       29.453117      0.49262811
2.500      0.75398224       23.592361      0.51230077
2.500      0.81681409       21.603870      0.59644648
2.500      0.87964594       19.068703      0.65752934
2.500      0.94247780       16.967384      0.71961223
2.500       1.0053096       15.336217      0.78938353
2.500       1.0681415       13.670876      0.84402045
2.500       1.1309734       12.473778      0.91416668
2.500       1.1938052       11.754339       1.0131387
2.500       1.2566371       10.608698       1.0665027
2.500       1.3194689       9.9095400       1.1532441
2.500       1.3823008       9.2536123       1.2381955
2.500       1.4451326       8.4442580       1.2910851
2.500       1.5079645       7.9698317       1.3844993
2.500       1.5707963       7.4789766       1.4684936
2.500       1.6336282       6.9951036       1.5449843
2.500       1.6964600       6.6877655       1.6541778
2.500       1.7592919       6.4607866       1.7822530
2.500       1.8221237       5.9243265       1.8156948
2.500       1.8849556       5.7082403       1.9367603
2.500       1.9477874       5.3883581       2.0172113
2.500       2.0106193       5.2167323       2.1481191
2.500       2.0734512       4.8851932       2.2061418
2.500       2.1362830       4.7354975       2.3389031
2.500       2.1991149       4.4670026       2.4067457
2.500       2.2619467       4.2423660       2.4872847
2.500       2.3247786       4.2292354       2.6920114
2.500       2.3876104       3.9946471       2.7544765
2.500       2.4504423       3.9398829       2.9368854
2.500       2.5132741       3.7137973       2.9868130
2.500       2.5761060       3.6535950       3.1643305
2.500       2.6389378       3.4431613       3.2056426
2.500       2.7017697       3.3807897       3.3777958
2.500       2.7646015       3.3287682       3.5632923
2.500       2.8274334       3.1964449       3.6602827
2.500       2.8902652       3.1013331       3.7934273
2.500       2.9530971       2.9820237       3.8905816
2.500       3.0159289       2.8901864       4.0166079
2.500       3.0787608       2.8007422       4.1406758
2.500       3.1415927       2.7453082       4.3123200
2.500       3.2044245       2.6479098       4.4139111
2.500       3.2672564       2.6235565       4.6356465
2.500       3.3300882       2.5236235       4.7213048
2.500       3.3929201       2.4458557       4.8397394
2.500       3.4557519       2.3559735       4.9257042
2.500       3.5185838       2.3213656       5.1229191
2.500       3.5814156       2.2381709       5.2086799
2.500       3.6442475       2.2088112       5.4156732
2.500       3.7070793       2.1672100       5.5932842
2.500       3.7699112       2.0770054       5.6376906
2.500       3.8327430       2.0414720       5.8229464
2.500       3.8955749       1.9973200       5.9818095
2.500       3.9584067       1.9447153       6.1106520
2.500       4.0212386       1.9370355       6.3809796
2.500       4.1469023       1.8304988       6.6131917
2.500       4.2725660       1.7663159       6.9791893
2.500       4.3982297       1.6803342       7.2426857
2.500       4.5238934       1.6248786       7.6212862
2.500       4.6495571       1.5778795       8.0348701
2.500       4.7752208       1.5019036       8.2850034
2.500       4.9008845       1.4448785       8.6163833
2.500       5.0265482       1.4025709       9.0241158
2.500       5.1522120       1.3434745       9.3085247
2.500       5.2778757       1.2848831       9.5699866
2.500       5.4035394       1.2382131       9.8969325
2.500       5.5292031       1.2127580       10.385610
2.500       5.6548668       1.1687769       10.707030
2.500       5.7805305       1.1472695       11.226355
2.500       5.9061942       1.0848019       11.322540
2.500       6.0318579       1.0538653       11.716790
2.500       6.1575216       1.0134059       11.985924
2.500       6.2831853      0.97684187       12.275357
2.500       6.4088490      0.96173617       12.825264
2.500       6.5345127      0.92745361       13.109982
2.500       6.6601764      0.89059103       13.329252
2.500       6.7858401      0.86726464       13.728806
2.500       6.9115038      0.85666563       14.328452
2.500       7.0371675      0.83581571       14.756198
2.500       7.1628313      0.80447682       14.977453
2.500       7.2884950      0.78547367       15.406907
2.500       7.4141587      0.76300843       15.753796
2.500       7.5398224      0.74721277       16.225492
2.500       7.6654861      0.72253491       16.487249
2.500       7.7911498      0.71135167       17.043519
2.500       7.9168135      0.68903832       17.320678
2.500       8.0424772      0.66864231       17.621125
2.500       8.2938046      0.64433227       18.622653
2.500       8.5451320      0.61208823       19.348202
2.500       8.7964594      0.58376048       20.129299
2.500       9.0477868      0.55399922       20.787703
2.500       9.2991143      0.53191657       21.668983
2.500       9.5504417      0.50687769       22.368858
2.500       9.8017691      0.48790673       23.276650
2.500       10.053096      0.46128185       23.743032
2.500       10.304424      0.45091660       24.994107
2.500       10.555751      0.42852193       25.533524
2.500       10.807079      0.40093131       25.636880
2.500       11.058406      0.39114729       26.797125
2.500       11.309734      0.37630475       27.578274
2.500       11.561061      0.36289938       28.408582
2.500       11.812388      0.35085745       29.296391
2.500       12.063716      0.33356742       29.668609
2.500       12.315043      0.31831666       30.118785
2.500       12.566371      0.30828635       30.992324
2.500       12.817698      0.29522233       31.495577
2.500       13.069025      0.28644789       32.392577
2.500       13.320353      0.27839666       33.333542
2.500       13.571680      0.26970943       34.156019
2.500       13.823008      0.26400693       35.325900
2.500       14.074335      0.25245804       35.656862
2.500       14.325663      0.24335369       36.245353
2.500       14.576990      0.23525146       36.915279
2.500       14.828317      0.22735957       37.554251
2.500       15.079645      0.21998602       38.215424
2.500       15.330972      0.21373956       39.017933
2.500       15.582300      0.20615614       39.514926
2.500       15.833627      0.20208921       40.640086
2.500       16.084954      0.19457999       41.023049
2.500       16.587609      0.18453728       42.668341
2.500       17.090264      0.17320718       43.800842
2.500       17.592919      0.16393962       45.223888
2.500       18.095574      0.15592715       46.806814
2.500       18.598229      0.14940288       48.690471
2.500       19.100883      0.14313484       50.533102
2.500       19.603538      0.13525386       51.620631
2.500       20.106193      0.13077003       53.847807
2.500       20.608848      0.12204827       54.120651
2.500       21.111503      0.11790359       56.202380
2.500       21.614157      0.11217588       57.383188
2.500       22.116812      0.10827711       59.343683
2.500       22.619467      0.10300599       60.392058
2.500       23.122122      0.10036740       62.855891
2.500       23.624777     0.095744515       63.956885
2.500       24.127432     0.091627631       65.197357
2.500       24.630086     0.089619602       67.837694
2.500       25.132741     0.085768246       68.978916
2.500       25.635396     0.081665202       69.699136
2.500       26.138051     0.079757994       72.154609
2.500       26.640706     0.075955862       72.755986
2.500       27.143361     0.072158495       73.105251
2.500       27.646015     0.070693896       75.674544
2.500       28.148670     0.069164149       78.149273
2.500       28.651325     0.066008658       78.651189
2.500       29.153980     0.064370918       80.807842
2.500       29.656635     0.062525754       82.621828
2.500       30.159289     0.060206345       83.671169
2.500       30.661944     0.058322458       85.173628
2.500       31.164599     0.057721052       88.509345
2.500       31.667254     0.056480058       90.864995
2.500       32.169909     0.053397435       90.061701
2.500       33.175218     0.052188312       96.535018
2.500       34.180528     0.048817980       98.761203
2.500       35.185838     0.045354359       100.09053
2.500       36.191147     0.043871369       105.35581
2.500       37.196457     0.040986464       106.86007
2.500       38.201767     0.038600474       109.02177
2.500       39.207076     0.037254123       113.74648
2.500       40.212386     0.035862513       118.13824
2.500       41.217696     0.034330215       121.78615
2.500       42.223005     0.032396077       123.54071
2.500       43.228315     0.031155074       127.49817
2.500       44.233625     0.029645919       129.98486
2.500       45.238934     0.028680137       134.52053
2.500       46.244244     0.027222382       136.38589
2.500       47.249554     0.026212489       140.07855
2.500       48.254863     0.025251855       143.74304
2.500       49.260173     0.024577813       148.83370
2.500       50.265482     0.023950515       154.09718
2.500       51.270792     0.022554442       153.99706
2.500       52.276102     0.021837239       158.04384
2.500       53.281411     0.020866948       159.90290
2.500       54.286721     0.020192351       163.65828
2.500       55.292031     0.019987129       171.16237
2.500       56.297340     0.019113151       172.76914
2.500       57.302650     0.018592061       177.22375
2.500       58.307960     0.017822461       178.98699
2.500       59.313269     0.017330631       183.20622
2.500       60.318579     0.016626961       184.85723
2.500       61.323889     0.016240679       189.74202
2.500       62.329198     0.015792580       193.73048
2.500       63.334508     0.015311800       197.06873
2.500       64.339818     0.014675435       198.01620
2.500       66.350437     0.013747285       203.43166
2.500       68.361056     0.013125161       212.42283
2.500       70.371675     0.012408045       219.06213
2.500       72.382295     0.011885487       228.34120
2.500       74.392914     0.011447460       238.76689
2.500       76.403533     0.010337828       233.58228
2.500       78.414153     0.010052574       245.54488
2.500       80.424772    0.0099682457       262.69905
2.500       82.435391    0.0094365519       267.80871
2.500       84.446011    0.0089214124       272.17065
2.500       86.456630    0.0086073999       281.79751
2.500       88.467249    0.0079004064       277.11961
2.500       90.477868    0.0074437370       279.31121
2.500       92.488488    0.0074810196       299.84312
2.500       94.499107    0.0069912016       298.88574
2.500       96.509726    0.0067688310       308.24581
2.500       98.520346    0.0064184539       310.94134
2.500       100.53096    0.0061787257       318.03047
2.500       102.54158    0.0059727284       326.24442
2.500       104.55220    0.0058319622       337.66382
2.500       106.56282    0.0052576837       322.31600
2.500       108.57344    0.0053199124       344.94159
2.500       110.58406    0.0050028623       342.74128
2.500       112.59468    0.0050928309       368.28424
2.500       114.60530    0.0048743367       371.70627
2.500       116.61592    0.0045288292       363.85615
2.500       118.62654    0.0044307268       374.70613
2.500       120.63716    0.0042422206       377.31737
2.500       122.64778    0.0040960955       382.84182
2.500       124.65840    0.0039844647       391.02529
2.500       126.66902    0.0038342510       394.78623
2.500       128.67964    0.0037441076       404.15508
2.500       132.70087    0.0034839231       412.43941
2.500       136.72211    0.0033571667       434.66977
2.500       140.74335    0.0030254177       427.30627
2.500       144.76459    0.0028508913       438.16526
2.500       148.78583    0.0026126038       435.94180
2.500       152.80707    0.0025152579       454.65618
2.500       156.82831    0.0025245220       493.31324
2.500       160.84954    0.0022183198       467.68551
2.500       164.87078    0.0022057502       500.79235
2.500       168.89202    0.0020332430       496.23448
2.500       172.91326    0.0019177896       502.29183
2.500       176.93450    0.0018944750       531.61435
2.500       180.95574    0.0017210357       516.62713
2.500       184.97698    0.0017040026       546.37843
2.500       188.99821    0.0015905208       543.97971
2.500       193.01945    0.0015902006       579.32918
2.500       197.04069    0.0015250711       591.05530
2.500       201.06193    0.0012559624       517.17370
2.500       205.08317    0.0011993866       524.10644
2.500       209.10441    0.0012009026       556.24691
2.500       213.12565    0.0011882695       582.76349
2.500       217.14688    0.0010217924       530.02179
2.500       221.16812    0.0011088171       607.71197
2.500       225.18936    0.0010795186       624.51662
2.500       229.21060    0.0010138388       618.50506
2.500       233.23184   0.00086077974       553.25558
2.500       237.25308   0.00084978344       574.92883
2.500       241.27432   0.00080373572       571.89567
2.500       245.29555   0.00083157716       621.78729
2.500       249.31679   0.00085942034       674.73072
2.500       253.33803   0.00074903542       616.98384
2.500       257.35927   0.00076044601       656.68651
2.500       265.40175   0.00072489701       686.52744
2.500       273.44422   0.00057982331       600.58184
2.500       281.48670   0.00055430899       626.31934
2.500       289.52918   0.00049189506       604.81108
2.500       297.57166   0.00037700466       503.25913
2.500       305.61413   0.00057430569       830.48861
2.500       313.65661   0.00041442946       647.86454
2.500       321.69909   0.00043284448       730.04836
2.500       329.74156   0.00039794950       722.80194
2.500       337.78404   0.00030509680       595.69684
2.500       345.82652   0.00035279529       739.21014
2.500       353.86900   0.00021851808       490.55214
2.500       361.91147   0.00027366952       657.20937
2.500       369.95395   0.00023579094       604.83982
2.500       377.99643   0.00020207029       552.88628
2.500       386.03891   0.00025823878       752.63592
2.500       394.08138   0.00015554247       482.25529
2.500       402.12386   0.00024197286       797.10668
2.500       410.16634   0.00020873576       729.70474
2.500       418.20881   0.00023843978       883.54468
2.500       426.25129   0.00025020271       981.65614
2.500       434.29377   0.00017870184       741.56644
2.500       442.33625   8.8289736e-05       387.11327
2.500       450.37872   0.00015255974       706.06355
2.500       458.42120   0.00018926198       923.69315
2.500       466.46368   0.00016947450       871.42118
2.500       474.50615   9.3765286e-05       507.50216
2.500       482.54863   0.00011299092       643.18674
2.500       490.59111   0.00010043216       600.76150
2.500       498.63359   7.5136617e-05       471.91793
2.500       506.67606   0.00010463526       689.50829
2.500       514.71854   5.3138765e-05       367.10572
2.750     0.062831853       355.99425    0.0044735557
2.750      0.12566371       570.60474     0.057363445
2.750      0.18849556       220.23285     0.074723245
2.750      0.25132741       151.79005      0.12207680
2.750      0.31415927       98.201250      0.15425416
2.750      0.37699112       72.435760      0.19661499
2.750      0.43982297       53.345752      0.22993434
2.750      0.50265482       41.988068      0.27015046
2.750      0.56548668       32.466559      0.29742239
2.750      0.62831853       28.595071      0.35933626
2.750      0.69115038       24.700609      0.41313841
2.750      0.75398224       19.849641      0.43102876
2.750      0.81681409       18.027184      0.49770020
2.750      0.87964594       15.986362      0.55124368
2.750      0.94247780       14.088596      0.59751849
2.750       1.0053096       12.734681      0.65547767
2.750       1.0681415       11.267454      0.69563659
2.750       1.1309734       10.293927      0.75441180
2.750       1.1938052       9.6029712      0.82770637
2.750       1.2566371       8.6974377      0.87436180
2.750       1.3194689       8.0897371      0.94146061
2.750       1.3823008       7.5016190       1.0037670
2.750       1.4451326       6.8476767       1.0469757
2.750       1.5079645       6.4392064       1.1186029
2.750       1.5707963       6.0467749       1.1872815
2.750       1.6336282       5.6184359       1.2409244
2.750       1.6964600       5.3485528       1.3229318
2.750       1.7592919       5.1564798       1.4224509
2.750       1.8221237       4.6966873       1.4394464
2.750       1.8849556       4.5437491       1.5416578
2.750       1.9477874       4.2798221       1.6022145
2.750       2.0106193       4.1240239       1.6981692
2.750       2.0734512       3.8828807       1.7534998
2.750       2.1362830       3.7506049       1.8524561
2.750       2.1991149       3.5046525       1.8882477
2.750       2.2619467       3.3371085       1.9565353
2.750       2.3247786       3.3427082       2.1277152
2.750       2.3876104       3.1524645       2.1737563
2.750       2.4504423       3.1076128       2.3164909
